기관명,구,동,요양종별,진료시간(월요일)S,진료시간(월요일)C,진료시간(화요일)S,진료시간(화요일)C,진료시간(수요일)S,진료시간(수요일)C,진료시간(목요일)S,진료시간(목요일)C,진료시간(금요일)S,진료시간(금요일)C,진료시간(토요일)S,진료시간(토요일)C,진료시간(일요일)S,진료시간(일요일)C,진료시간(공휴일)S,진료시간(공휴일)C,경도,위도,전화번호,야간진료여부
이지훈치과의원,양천구,신정동,의원,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,900.0,1300.0,900.0,1400.0,930.0,1600.0,126.871486510512,37.5168554302245,02-2649-7305,False
아이맘소아청소년과의원,구로구,개봉동,의원,900.0,1800.0,900.0,1800.0,900.0,1830.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1300.0,1000.0,1800.0,126.85829877718749,37.49399654542319,02-2060-1566,True
아이보리소아청소년과의원,관악구,남현동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,900.0,1300.0,1000.0,1800.0,126.97714049203942,37.47633170272604,02-582-3330,True
아이비소아청소년과의원,금천구,독산동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,1000.0,1900.0,900.0,1900.0,900.0,1300.0,900.0,1230.0,900.0,1300.0,126.897489343069,37.4698086627095,02-859-8275,True
아이비이비인후과의원,영등포구,여의도동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1200.0,900.0,1300.0,1000.0,1800.0,126.93192156270092,37.52013023492427,02-784-7533,True
아이빛소아과의원,관악구,봉천동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1230.0,900.0,1230.0,900.0,1230.0,126.94336140988214,37.48192011150291,02-872-7512,False
아이사랑소아청소년과의원,강서구,등촌동,의원,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1300.0,900.0,1230.0,900.0,1230.0,126.86076146854084,37.55771154064541,02-372-9085,True
아이사랑소아청소년과의원,동작구,상도동,의원,900.0,1800.0,900.0,2100.0,900.0,1800.0,900.0,1800.0,900.0,2100.0,900.0,1300.0,900.0,1230.0,900.0,1230.0,126.953294025914,37.4977598441621,02-3280-8280,True
아이숲소아청소년과의원,서초구,내곡동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,900.0,1230.0,900.0,1230.0,127.06207124342389,37.45458521850569,02-577-3675,False
아이쑥쑥소아청소년과의원,광진구,구의동,의원,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1400.0,900.0,1230.0,900.0,1230.0,127.09495183816485,37.54159380640082,02-456-6119,True
예쁜꿈의원,성동구,상왕십리동,의원,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,2030.0,900.0,1430.0,800.0,1300.0,800.0,1300.0,127.02368896680308,37.570015533176154,02-2299-2324,True
아이언어발달의원,서대문구,남가좌동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1700.0,900.0,1230.0,900.0,1230.0,126.9143423539636,37.56989898780841,02-372-1275,True
아이엘산부인과소아청소년과의원,영등포구,당산동6가,의원,900.0,2000.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,2000.0,900.0,1400.0,1030.0,1700.0,900.0,1230.0,126.90291418335993,37.533681290935384,02-2068-5111,True
아이엠유의원,은평구,증산동,의원,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,126.9022462879156,37.577282251794415,02-2088-7525,True
아이엠유의원,송파구,신천동,의원,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,127.1005953960262,37.5121691771802,02-417-0500,True
아이제일산부인과의원,은평구,역촌동,의원,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,1730.0,900.0,1600.0,900.0,1300.0,900.0,1300.0,126.92158708266167,37.607448372948326,02-355-8113,True
아이조은성모소아청소년과의원,동작구,신대방동,의원,900.0,1800.0,900.0,1800.0,900.0,1900.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,126.92836750493758,37.49864593296572,02-823-3690,True
아이코이비인후과의원,광진구,구의동,의원,900.0,2020.0,900.0,1900.0,900.0,2020.0,900.0,1900.0,900.0,2020.0,900.0,1500.0,900.0,1300.0,900.0,1300.0,127.09182396642429,37.55146446839439,02-453-1920,True
아이파크몰의원,용산구,한강로3가,의원,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1500.0,900.0,1400.0,900.0,1300.0,126.96424716802302,37.52869270340735,02-2012-2510,True
아이행복가정의학과의원,영등포구,대림동,의원,900.0,1600.0,900.0,1600.0,900.0,1200.0,900.0,1600.0,900.0,1600.0,900.0,1200.0,900.0,1400.0,900.0,1300.0,126.90439964435504,37.49560834488995,02-833-6114,False
안가정의학과의원,양천구,신정동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1600.0,930.0,1400.0,126.853830060932,37.5173747803726,02-2065-8275,False
안강현내과의원,강서구,등촌동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1600.0,930.0,1400.0,126.846360147398,37.5611486390411,02-3662-7578,False
알비안녕의원,강동구,고덕동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,1000.0,1600.0,900.0,1400.0,127.168978454847,37.5572260091644,02-429-4575,True
연세이비인후과의원,중랑구,면목동,의원,930.0,1800.0,930.0,1800.0,930.0,1800.0,1400.0,1800.0,930.0,1800.0,930.0,1245.0,1000.0,1300.0,1000.0,1300.0,127.08796575488697,37.58823251352136,02-493-9606,False
안심내과의원,은평구,응암동,의원,830.0,1830.0,830.0,1830.0,830.0,1300.0,830.0,1830.0,830.0,1830.0,830.0,1330.0,1000.0,1400.0,1000.0,1400.0,126.934948113512,37.6004214734002,02-356-1199,True
안영규의원,금천구,가산동,의원,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,900.0,1300.0,900.0,1600.0,900.0,1400.0,126.890460048334,37.4790185125668,02-854-9365,False
안재민가정의학과의원,강서구,화곡동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1400.0,1000.0,1400.0,126.833405678129,37.5478342499061,02-2602-2805,False
안혁안과의원,강서구,화곡동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,1000.0,1600.0,1000.0,1400.0,900.0,1530.0,126.839671044277,37.5411514783623,02-2603-6364,False
윤경선의원,강남구,대치동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,1000.0,1200.0,930.0,1600.0,127.05083230469889,37.501155654580785,02-558-7791,False
안희정소아과의원,성동구,금호동3가,의원,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,1000.0,1400.0,900.0,1530.0,127.021958992895,37.5483891452481,02-2234-0448,True
알렌정이비인후과의원,강동구,성내동,의원,900.0,1830.0,900.0,1830.0,900.0,1240.0,900.0,1830.0,900.0,1830.0,900.0,1240.0,1000.0,1400.0,900.0,1530.0,127.124570630027,37.5288919964952,02-2203-5337,True
압구정비엘에스의원,강남구,신사동,의원,1000.0,2000.0,1000.0,1900.0,1000.0,1900.0,1000.0,2000.0,1000.0,1900.0,1000.0,1600.0,900.0,1500.0,900.0,1300.0,127.028542466859,37.5219903085592,02-544-4841,True
애경내과의원,구로구,구로동,의원,930.0,1800.0,930.0,1800.0,930.0,1300.0,930.0,1800.0,930.0,1800.0,930.0,1300.0,930.0,1700.0,930.0,1700.0,126.88970484247736,37.50552280205874,02-851-2111,False
야호정신건강의학과의원,관악구,신림동,의원,1000.0,1930.0,1000.0,1930.0,1000.0,1930.0,1000.0,1930.0,1000.0,1930.0,1000.0,1400.0,930.0,1700.0,1000.0,1600.0,126.928615408998,37.4843707945921,02-6013-8275,True
양난경의원,서대문구,북아현동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1300.0,900.0,1400.0,900.0,1400.0,126.955860405605,37.558621696785,02-393-4357,False
양대원내과의원,마포구,도화동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1200.0,900.0,1800.0,900.0,1300.0,900.0,1400.0,900.0,1400.0,126.94959257016,37.540853210103,02-703-8543,False
양수연소아청소년과의원,중랑구,신내동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1400.0,900.0,1400.0,127.094159804999,37.6062648526844,02-3422-3661,True
양시영내과의원,도봉구,창동,의원,930.0,1730.0,930.0,1730.0,930.0,1730.0,930.0,1730.0,930.0,1730.0,900.0,1300.0,900.0,1400.0,900.0,1400.0,127.037334355933,37.6382701188965,02-990-5100,False
양의원,송파구,잠실동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1230.0,900.0,1800.0,900.0,1300.0,900.0,1300.0,900.0,1400.0,127.074204083657,37.5071938064643,02-413-0019,False
양의원,성동구,성수동2가,의원,900.0,1810.0,900.0,1810.0,900.0,1810.0,900.0,1810.0,900.0,1810.0,900.0,1300.0,900.0,1300.0,900.0,1400.0,127.05495971491035,37.5468129965684,02-469-3871,True
양재내과의원,강남구,도곡동,의원,900.0,1730.0,900.0,1730.0,900.0,1300.0,900.0,1730.0,900.0,1730.0,930.0,1300.0,1000.0,1500.0,1000.0,1500.0,127.034757121285,37.4849665053325,02-575-5975,False
양재바른정형외과의원,강남구,개포동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1400.0,1000.0,1500.0,1000.0,1500.0,127.0451098548385,37.47854629152677,02-578-5455,True
양전호내과의원,은평구,갈현동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1830.0,830.0,1330.0,900.0,1500.0,900.0,1500.0,126.92007582858206,37.620058945647145,02-385-2600,True
양정안소아청소년과의원,구로구,오류동,의원,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1300.0,900.0,1500.0,900.0,1500.0,126.8433760001,37.495404447,02-2625-3200,False
양준상의원,강남구,신사동,의원,900.0,1800.0,900.0,1800.0,900.0,1730.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1500.0,900.0,1500.0,127.03838328227272,37.523387227987506,070-4219-3742,False
양진석내과의원,동작구,상도동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1500.0,900.0,1400.0,126.93873010516396,37.50440017872415,02-817-4631,False
양천연세이비인후과의원,양천구,신정동,의원,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,900.0,1500.0,900.0,1500.0,126.8622769472165,37.51523793173746,02-2642-7560,True
양천정형외과.마취통증의학과의원,양천구,신정동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1500.0,900.0,1500.0,126.8737885623193,37.518841290052535,02-2646-8697,True
양천제일안과의원,양천구,신월동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,1400.0,1800.0,900.0,1800.0,900.0,1400.0,900.0,1500.0,900.0,1500.0,126.84193132203534,37.51768796144186,02-2601-2100,False
양천코아이비인후과의원,양천구,신월동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1500.0,900.0,1500.0,900.0,1500.0,126.84205840648964,37.51776922167515,02-2690-7979,True
양평연세이비인후과의원,영등포구,양평동2가,의원,900.0,1900.0,900.0,1900.0,900.0,2000.0,900.0,1900.0,900.0,1900.0,900.0,1600.0,1000.0,1500.0,1000.0,1500.0,126.88481139531244,37.52285525784261,02-2068-6939,True
어광수가정의학과의원,광진구,광장동,의원,830.0,1300.0,830.0,1300.0,830.0,1300.0,830.0,1300.0,830.0,1830.0,830.0,1330.0,1000.0,1500.0,1000.0,1500.0,127.09852585653984,37.542530170334835,02-3436-0511,True
강남삼성정형외과의원,관악구,신림동,의원,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,1300.0,0.0,2359.0,0.0,2359.0,126.930096548294,37.4847625375982,02-878-5930,True
빛나리치과의원,은평구,대조동,의원,930.0,1300.0,930.0,1300.0,930.0,1300.0,930.0,1300.0,930.0,1800.0,930.0,1300.0,1000.0,1400.0,1000.0,1400.0,126.917603128121,37.6113251377512,02-353-2811,False
경희바른한의원,광진구,중곡동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1300.0,930.0,1500.0,930.0,1500.0,127.0874233001025,37.55734981595944,02-456-0677,True
엄창수신경외과의원,관악구,신림동,의원,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,1400.0,930.0,1700.0,930.0,1700.0,126.9147371349,37.4821678191,02-862-4208,True
에벤에셀박소아청소년과의원,금천구,시흥동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1700.0,930.0,1730.0,126.90942750362376,37.450497828787064,02-893-9331,False
에스메디센터내과외과의원,성북구,하월곡동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,1000.0,1600.0,1000.0,1600.0,127.03520032383524,37.61078256159059,02-6925-0700,False
에스본의원,금천구,독산동,의원,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,1900.0,900.0,1300.0,1000.0,1600.0,1000.0,1600.0,126.90347505079998,37.47945973309998,02-838-5999,True
에스앤유현대의원,강남구,대치동,의원,800.0,1830.0,800.0,1830.0,800.0,1830.0,800.0,1830.0,800.0,1830.0,1000.0,1500.0,1000.0,1600.0,930.0,1500.0,127.061683727526,37.5070283754714,02-555-7423,True
에스엔(SN)재활의학과내과의원,노원구,월계동,의원,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1200.0,1000.0,1600.0,930.0,1500.0,127.06102586722452,37.63097712789071,02-949-7755,False
에스엔케이의원,성북구,길음동,의원,930.0,1900.0,930.0,2000.0,930.0,1900.0,930.0,1300.0,930.0,2000.0,930.0,1400.0,1000.0,1600.0,930.0,1500.0,127.02466077878184,37.60436072544234,02-917-7100,True
에스케이내과의원,영등포구,신길동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1400.0,900.0,0.0,0.0,2400.0,126.911096775377,37.5055124743117,02-833-3008,True
에스티성모피부과의원,강남구,삼성동,의원,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,930.0,1400.0,900.0,0.0,0.0,2400.0,127.0507902891,37.5125876239,02-545-3575,True
에이아이의원,동작구,사당동,의원,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,900.0,1400.0,0.0,2400.0,1000.0,1300.0,126.9819806961966,37.4889367516705,02-534-8501,True
에이엘의원,강남구,청담동,의원,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,1900.0,1000.0,1600.0,1200.0,1700.0,1200.0,1700.0,127.040482091901,37.5229744987941,02-6380-3560,True
에이치엘의원,영등포구,여의도동,의원,930.0,1640.0,930.0,1640.0,930.0,1640.0,930.0,1640.0,930.0,1640.0,1000.0,1600.0,1200.0,1700.0,1200.0,1700.0,126.92491256601792,37.52925428103631,02-786-7921,False
에이케이신경외과의원,강남구,삼성동,의원,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1400.0,1200.0,1700.0,900.0,1900.0,127.0512831734,37.5055811988,02-555-5757,True
에코이비인후과의원,동작구,상도동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1400.0,1200.0,1700.0,900.0,1300.0,126.95283802138934,37.49674585052743,02-814-8899,True
에코이비인후과의원,송파구,잠실동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1200.0,1700.0,900.0,1300.0,127.0917974167,37.5076505976,02-423-1077,False
잠실에프엠의원,송파구,잠실동,의원,930.0,1830.0,930.0,1830.0,930.0,2000.0,930.0,1830.0,930.0,1830.0,900.0,1400.0,900.0,1630.0,900.0,1630.0,127.08350469047592,37.51208338546368,02-419-0919,True
에픽성형외과의원,강남구,신사동,의원,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1630.0,1200.0,1700.0,900.0,1300.0,127.01979818833,37.5168560197204,02-546-8880,True
엔젤소아청소년과의원,성북구,정릉동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1230.0,900.0,1200.0,127.008123474,37.6169480419,02-911-0009,True
엔젤아이의원,도봉구,창동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1230.0,900.0,1800.0,127.03476457034316,37.64787945000205,02-903-7333,False
엔트리의원,중랑구,중화동,의원,900.0,1830.0,900.0,1900.0,900.0,1830.0,900.0,1830.0,900.0,1900.0,900.0,1400.0,900.0,1230.0,900.0,1800.0,127.0799850108042,37.600717823805006,02-433-7510,True
엘림소아청소년과의원,노원구,중계동,의원,900.0,1830.0,900.0,1730.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,900.0,1230.0,900.0,1700.0,127.07702821038995,37.650043408089694,02-930-9343,True
엘림의원,금천구,시흥동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1300.0,900.0,1230.0,900.0,1700.0,126.908832149515,37.46239164544951,02-892-8275,False
엘림이비인후과의원,서대문구,남가좌동,의원,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1830.0,900.0,1830.0,900.0,1330.0,900.0,1230.0,900.0,1700.0,126.91616724119996,37.575043834070776,02-306-5075,True
엘앤에스비뇨기과의원,강북구,미아동,의원,900.0,1900.0,900.0,2000.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1600.0,900.0,1600.0,900.0,1700.0,127.0251126558,37.6280566256,02-988-1151,True
엘의원,마포구,아현동,의원,1200.0,1700.0,1200.0,1700.0,1200.0,1700.0,1200.0,1700.0,1200.0,1700.0,1000.0,1500.0,900.0,1600.0,900.0,1700.0,126.9566825202,37.5541447648,02-312-5312,False
엘클래식의원,송파구,신천동,의원,1000.0,1800.0,1000.0,1930.0,1000.0,1230.0,1000.0,1930.0,1000.0,1800.0,1000.0,1400.0,1000.0,1400.0,900.0,1700.0,127.10452877464144,37.52081530852317,02-413-0313,True
엘피스의원,송파구,가락동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1400.0,900.0,1700.0,127.13517914940256,37.49762177438875,02-3401-2828,False
엠에스아산내과의원,강북구,번동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1300.0,1600.0,1300.0,1600.0,127.02488333333332,37.63675555555555,02-997-0123,False
엠엑스의원,강남구,대치동,의원,930.0,1830.0,1000.0,1900.0,1000.0,1900.0,1200.0,2100.0,1000.0,1900.0,1000.0,1800.0,900.0,1300.0,1300.0,1600.0,127.05410038269557,37.49765739839342,02-564-8222,True
엠제이소아청소년과의원,금천구,독산동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,900.0,1300.0,900.0,1300.0,126.89704833602327,37.46990721025003,02-839-2233,True
엠제이의원,강남구,역삼동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1300.0,900.0,1300.0,900.0,1600.0,127.03299688311948,37.49024012020256,02-555-3943,True
엠코소아청소년과의원,중랑구,상봉동,의원,1000.0,2000.0,1000.0,2000.0,930.0,1800.0,1000.0,2000.0,1000.0,2000.0,1000.0,1700.0,1000.0,1700.0,900.0,1300.0,127.0916233517,37.5983343514,02-433-5275,True
엠플러스의원,강남구,논현동,의원,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,1000.0,1700.0,1000.0,1700.0,1000.0,1700.0,127.031463762217,37.5142064294604,02-544-8575,True
여의도내과의원,영등포구,여의도동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1300.0,1000.0,1700.0,930.0,1400.0,126.929509648217,37.5202190104628,02-780-9346,False
여의도바른내과의원,영등포구,여의도동,의원,900.0,1730.0,900.0,1730.0,900.0,1300.0,900.0,1730.0,900.0,1730.0,1000.0,1300.0,1000.0,1700.0,930.0,1400.0,126.9256513576,37.5218050224,02-761-8275,False
여의도상쾌한이비인후과의원,영등포구,여의도동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1230.0,1000.0,1700.0,930.0,1400.0,126.926603815659,37.5217236269281,02-783-2018,True
여의도서울의원,영등포구,여의도동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,1000.0,1600.0,1000.0,1700.0,930.0,1400.0,126.919916550827,37.5221803249649,02-782-0051,False
여의도의원,영등포구,여의도동,의원,800.0,1900.0,800.0,1900.0,800.0,1300.0,800.0,1900.0,800.0,1900.0,900.0,1300.0,1000.0,1300.0,1000.0,1300.0,126.931981140563,37.5231609718572,02-784-0705,True
여의도이비인후과의원,영등포구,여의도동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,1000.0,1300.0,1000.0,1300.0,126.920622646202,37.528604315304,02-761-7375,True
역삼의원,강남구,역삼동,의원,900.0,1730.0,900.0,1730.0,900.0,1730.0,1000.0,1900.0,900.0,1730.0,900.0,1230.0,900.0,2400.0,0.0,2400.0,127.042256262991,37.4935558004055,02-561-2435,True
연세.모던피부과의원,광진구,중곡동,의원,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1300.0,900.0,2400.0,900.0,1900.0,127.088333259008,37.554096693392,02-455-0063,True
연세(유)소아청소년과의원,송파구,마천동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,900.0,1800.0,900.0,1300.0,1500.0,1900.0,930.0,2000.0,127.147141175742,37.498660349489,02-409-3482,True
연세365소아청소년과의원,양천구,신정동,의원,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,126.852158162788,37.5210682509655,02-2699-0365,True
